City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
452,Conakry,GN,9.538,-13.6773,80.6,83,20,6.91,few clouds
453,Paamiut,GL,61.994,-49.6678,36.68,95,100,4.5,overcast clouds
454,Salalah,OM,17.0151,54.0924,82.4,74,40,6.91,scattered clouds
455,Monrovia,LR,6.3005,-10.7969,78.8,94,20,10.89,few clouds
456,Xuanhua,CN,40.6103,115.0447,52.75,71,100,5.88,overcast clouds
457,Saint-Joseph,RE,-21.3667,55.6167,77.0,73,0,19.57,light rain
458,Ambulu,ID,-8.345,113.6058,72.91,84,37,3.4,scattered clouds
459,Mount Hagen,PG,-5.8581,144.2274,59.95,97,100,1.57,overcast clouds
460,Mayumba,GA,-3.432,10.6554,78.57,87,29,2.91,scattered clouds
461,Evensk,RU,61.95,159.2333,24.35,91,100,3.24,light snow
462,Pyapon,MM,16.2833,95.6833,80.49,73,46,4.23,scattered clouds
463,Bay Roberts,CA,47.5999,-53.2648,48.0,52,5,3.0,clear sky
464,Preobrazheniye,RU,42.9019,133.9064,40.21,47,0,3.02,clear sky
465,Grindavik,IS,63.8424,-22.4338,41.0,87,0,16.11,clear sky
466,Birjand,IR,32.8663,59.2211,68.0,13,75,11.5,broken clouds
467,Sobolevo,RU,54.4299,31.8996,30.74,81,12,7.96,few clouds
468,Orange Cove,US,36.6244,-119.3137,66.0,56,100,1.01,overcast clouds
469,Ahuimanu,US,21.4447,-157.8378,82.4,78,75,10.36,broken clouds
470,Aleksandrov Gay,RU,50.147,48.5704,42.6,54,88,5.08,overcast clouds
471,Istra,RU,55.9178,36.8642,37.4,69,0,13.42,clear sky
472,Christchurch,NZ,-43.5333,172.6333,50.0,66,57,4.61,broken clouds
473,Tamiahua,MX,21.2667,-97.45,84.2,64,99,12.82,overcast clouds
474,Bathsheba,BB,13.2167,-59.5167,80.6,61,20,14.97,few clouds
475,Juneau,US,58.3019,-134.4197,59.0,29,20,10.36,few clouds
476,Piotrkow Trybunalski,PL,51.4055,19.7032,33.01,19,14,7.02,few clouds
477,Heyang,CN,26.1011,107.473,54.9,97,100,4.29,overcast clouds
478,Keti Bandar,PK,24.1447,67.4497,80.89,74,0,11.01,clear sky
479,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,35.6,100,90,8.95,overcast clouds
480,Fairbanks,US,64.8378,-147.7164,60.8,33,1,0.98,clear sky
481,Bianzhuang,CN,34.8486,118.0447,53.02,92,100,4.03,light rain
482,Kawalu,ID,-7.3817,108.2082,70.5,96,36,1.16,scattered clouds
483,Mbandaka,CD,0.0487,18.2603,73.0,93,70,2.1,light rain
484,Kavaratti,IN,10.5669,72.642,83.71,72,2,6.73,clear sky
485,Gazojak,TM,41.1875,61.4036,68.52,18,0,15.84,clear sky
486,Lebedinyy,RU,58.5167,125.5167,31.51,98,100,4.94,light snow
487,Berlevag,NO,70.8578,29.0864,32.0,69,75,10.36,broken clouds
488,Shingu,JP,33.7333,135.9833,48.33,54,0,5.73,clear sky
489,Shangrao,CN,28.4532,117.9686,62.51,94,98,3.06,overcast clouds
490,Losal,IN,27.4,74.9167,73.58,10,0,1.63,clear sky
491,Benguela,AO,-12.5763,13.4055,78.8,83,59,3.65,broken clouds
492,Zhangye,CN,38.9342,100.4517,40.84,26,80,7.99,broken clouds
493,Odweyne,SO,9.4092,45.064,74.68,62,100,6.62,light rain
494,Arlit,NE,18.7369,7.3853,92.01,10,76,6.15,broken clouds
495,Dawson Creek,CA,55.7666,-120.2362,50.0,20,1,9.22,clear sky
496,Ambon,ID,-3.6954,128.1814,75.2,88,40,10.36,scattered clouds
497,Nizwa,OM,22.9333,57.5333,78.12,25,44,1.21,scattered clouds
498,Baependi,BR,-21.9589,-44.89,62.73,79,81,2.17,broken clouds
499,Sambava,MG,-14.2667,50.1667,73.08,88,87,7.74,light rain
500,Poum,NC,-20.2333,164.0167,77.4,76,78,20.62,broken clouds
501,Anadyr,RU,64.75,177.4833,24.8,100,90,2.24,fog
502,Coro,VE,11.4045,-69.6734,82.53,66,17,21.47,few clouds
503,Emerald,AU,-23.5333,148.1667,64.4,39,2,11.5,clear sky
504,Tarskoye,RU,42.967,44.7711,46.4,100,98,2.24,mist
505,Altamira,BR,-3.2033,-52.2064,82.4,83,20,3.44,few clouds
506,Laguna,US,38.421,-121.4238,62.01,51,90,14.97,overcast clouds
507,Ormara,PK,25.2088,64.6357,81.57,67,44,4.45,scattered clouds
508,Isangel,VU,-19.55,169.2667,80.6,83,75,5.75,broken clouds
509,Inirida,CO,3.8653,-67.9239,78.98,88,92,0.94,moderate rain
510,Ixtapa,MX,20.7,-105.2,80.6,78,75,13.8,broken clouds
511,Ladario,BR,-19.0047,-57.6017,73.4,83,75,6.91,broken clouds
512,Oneonta,US,42.4529,-75.0638,51.01,78,94,3.0,light rain
513,Douglas,US,41.3,-96.167,78.8,22,1,17.27,clear sky
514,Guasdualito,VE,7.2424,-70.7324,89.6,58,74,6.91,broken clouds
515,Bowen,AU,-20.0167,148.2333,73.4,78,90,10.36,overcast clouds
516,Yar-Sale,RU,66.8333,70.8333,33.37,91,100,12.48,overcast clouds
517,Hami,CN,42.8,93.45,39.52,20,74,6.93,broken clouds
518,Maumere,ID,-8.6199,122.2111,79.39,72,98,6.67,overcast clouds
519,Port-Cartier,CA,50.0334,-66.8654,46.4,39,75,9.22,broken clouds
520,Manado,ID,1.487,124.8455,73.4,94,20,1.14,few clouds
521,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,69.78,70,99,5.73,overcast clouds
522,Colac,AU,-38.3333,143.5833,53.01,99,62,3.67,broken clouds
523,Loralai,PK,30.3705,68.598,68.61,31,0,4.94,clear sky
524,Aripuana,BR,-9.1667,-60.6333,75.79,94,96,1.83,overcast clouds
525,Frederico Westphalen,BR,-27.3592,-53.3944,70.0,82,84,5.14,broken clouds
526,Kupang,ID,-10.1667,123.5833,73.4,73,80,6.85,broken clouds
527,Rovaniemi,FI,66.5,25.7167,32.0,64,90,12.66,overcast clouds
528,Puerto Madryn,AR,-42.7692,-65.0385,62.31,57,74,20.74,broken clouds
529,Viedma,AR,-40.8135,-62.9967,60.12,49,10,6.42,clear sky
530,Fereydunshahr,IR,32.941,50.121,52.48,43,75,3.04,broken clouds
531,Dunedin,NZ,-45.8742,170.5036,54.0,33,60,7.0,broken clouds
532,Nicoya,CR,10.1483,-85.452,93.2,40,20,11.5,few clouds
533,Naryan-Mar,RU,67.6713,53.087,36.81,91,100,7.23,overcast clouds
534,Sungai Padi,TH,6.0851,101.8766,77.0,94,20,3.44,few clouds
535,Santa Barbara,US,34.7333,-120.0343,62.01,63,90,10.36,light rain
536,Nsanje,MW,-16.92,35.262,70.74,93,8,2.77,clear sky
537,Chicama,PE,-7.8447,-79.1469,66.2,82,0,9.22,clear sky
538,Kirakira,SB,-10.4544,161.9205,82.96,77,38,1.77,scattered clouds
539,Matai,TZ,-8.3,31.5167,62.6,88,20,4.32,few clouds
540,Teya,RU,60.3778,92.6267,32.7,88,100,7.16,overcast clouds
541,Novo Cruzeiro,BR,-17.4681,-41.8753,72.32,73,88,2.48,overcast clouds
542,Itoman,JP,26.1247,127.6694,68.0,77,20,5.75,few clouds
543,Ha Giang,VN,22.8333,104.9833,76.44,98,100,1.68,overcast clouds
544,Badou,TG,7.5833,0.6,76.21,90,94,3.85,overcast clouds
545,Macamic,CA,48.7502,-78.9996,26.6,63,75,18.41,light snow
546,Bambous Virieux,MU,-20.3428,57.7575,77.0,88,75,14.97,light rain
547,Cooma,AU,-36.2333,149.1333,32.0,100,90,1.14,overcast clouds
548,Sandy Bay,AU,-42.913,147.3532,57.99,58,75,17.27,broken clouds
549,Ucluelet,CA,48.9329,-125.5528,53.6,76,75,9.22,broken clouds
550,Umm Lajj,SA,25.0213,37.2685,81.43,46,0,3.06,clear sky
551,Itupiranga,BR,-5.1347,-49.3267,82.4,91,75,3.44,broken clouds
552,Pozo Colorado,PY,-23.4923,-58.7972,71.51,59,99,7.92,overcast clouds
553,Puerto Escondido,MX,15.85,-97.0667,87.8,70,40,5.75,scattered clouds
554,Sept-Iles,CA,50.2001,-66.3821,46.4,39,75,9.22,broken clouds
555,Sabha,LY,27.0377,14.4283,72.93,22,0,9.08,clear sky
556,Urubicha,BO,-15.3833,-62.95,65.98,95,100,4.07,overcast clouds
557,Rio Gallegos,AR,-51.6226,-69.2181,62.6,34,0,23.02,clear sky
558,Ancud,CL,-41.8697,-73.8203,55.4,88,75,2.3,broken clouds
559,Colares,PT,38.7992,-9.4469,62.01,85,10,7.87,clear sky
560,Tsiroanomandidy,MG,-18.7667,46.0333,65.84,91,100,2.8,overcast clouds
561,Porto Real,BR,-22.4197,-44.2903,68.14,81,71,0.09,broken clouds
562,Chara,RU,56.9064,118.2631,31.89,93,100,1.36,light snow
563,Hobyo,SO,5.3505,48.5268,83.66,64,59,9.69,broken clouds
564,Kuching,MY,1.55,110.3333,77.0,94,20,1.14,few clouds
565,Shache,CN,38.4167,77.2406,58.19,19,33,3.69,scattered clouds
566,Madras,IN,13.0878,80.2785,82.4,78,40,3.44,scattered clouds
567,Sechura,PE,-5.5569,-80.8222,78.62,59,54,16.49,broken clouds
568,Biak,ID,-0.9131,122.8766,75.2,81,88,5.12,overcast clouds
569,Ratnagiri,IN,16.9833,73.3,80.49,80,17,2.51,few clouds
570,Bukama,CD,-9.2,25.85,67.84,95,98,1.3,overcast clouds
571,Ko Samui,TH,9.5357,99.9357,83.08,73,100,8.63,overcast clouds
572,Leningradskiy,RU,69.3833,178.4167,24.55,85,100,1.36,overcast clouds
573,Luderitz,NA,-26.6481,15.1594,61.95,88,94,1.63,overcast clouds
574,Lodwar,KE,3.1191,35.5973,83.43,54,100,3.44,light rain
575,Santa Cruz De Tenerife,ES,28.4682,-16.2546,66.0,94,75,24.16,broken clouds
576,Ust-Barguzin,RU,53.45,108.9833,31.23,91,100,3.71,overcast clouds
577,San Vicente,AR,-26.6167,-54.1333,58.6,87,57,2.77,broken clouds
578,San Jose,US,37.3394,-121.895,57.99,62,90,8.05,light rain
579,Tanem,NO,63.3078,10.4319,37.99,80,75,5.75,light snow
580,Lorengau,PG,-2.0226,147.2712,81.3,78,63,5.21,broken clouds
581,The Valley,AI,18.217,-63.0578,80.6,78,75,11.5,broken clouds
582,Kyabe,TD,9.4515,18.9449,79.77,60,100,8.52,overcast clouds
583,Nosy Varika,MG,-20.5833,48.5333,71.35,93,100,6.44,light rain
584,De Aar,ZA,-30.6497,24.0123,67.77,23,100,4.32,overcast clouds
585,Pacific Grove,US,36.6177,-121.9166,60.8,59,90,14.97,overcast clouds
586,Atlantic City,US,39.3643,-74.4229,62.6,51,20,11.5,few clouds
587,Grand-Lahou,CI,5.1367,-5.0242,78.84,79,100,3.33,overcast clouds
588,Asbury Park,US,40.2204,-74.0121,62.6,51,40,12.66,scattered clouds
589,Prince Rupert,CA,54.3161,-130.3201,62.6,22,1,8.05,clear sky
590,Praia,CV,14.9215,-23.5087,71.6,73,75,17.27,broken clouds
591,Foca,TR,38.6703,26.7566,57.2,76,0,13.8,clear sky
592,Antonovo,BG,43.15,26.1667,42.8,81,70,5.75,broken clouds
593,Toledo,ES,39.8333,-4.0,55.99,93,75,8.05,broken clouds
594,Lalmohan,BD,22.3384,90.7419,81.34,72,1,7.31,clear sky
595,Calama,CL,-22.4667,-68.9333,62.6,25,0,21.85,clear sky
596,Raudeberg,NO,61.9875,5.1352,37.99,73,29,10.27,scattered clouds
597,Vanimo,PG,-2.6741,141.3028,76.93,82,100,2.17,overcast clouds
598,La Quinta,US,33.6634,-116.31,89.6,13,1,12.66,clear sky
599,Pinotepa Nacional,MX,16.3167,-98.0167,88.77,52,88,10.56,overcast clouds
600,Zabol,AF,32.25,67.25,62.6,10,20,8.79,few clouds
601,Nushki,PK,29.5542,66.0215,76.21,11,0,3.44,clear sky
602,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,76.06,94,90,1.92,overcast clouds
603,Green River,US,41.5286,-109.4662,55.4,35,75,19.57,broken clouds
604,Balakhninskiy,RU,58.0106,114.2769,30.42,96,100,4.65,overcast clouds
605,Rawson,AR,-43.3002,-65.1023,62.19,55,80,22.68,broken clouds
606,Chokwe,MZ,-24.5333,32.9833,67.03,89,0,4.65,clear sky
607,Xining,CN,36.6167,101.7667,38.14,83,2,3.27,clear sky
608,Mayahi,NE,13.9553,7.6712,90.64,20,69,7.72,broken clouds
609,Muros,ES,42.7762,-9.0603,59.0,91,74,1.01,broken clouds
610,Amapa,BR,1.0,-52.0,70.41,99,100,3.47,moderate rain
611,Sisimiut,GL,66.9395,-53.6735,39.47,77,98,5.1,overcast clouds
612,Alta Floresta,BR,-9.8756,-56.0861,74.39,91,82,3.0,moderate rain
613,Faribault,US,44.295,-93.2688,46.4,53,1,19.57,clear sky
614,Chitral,PK,35.8462,71.7858,57.0,42,2,6.49,clear sky
615,Mikhaylovka,RU,50.06,43.2379,41.79,54,90,4.16,overcast clouds
616,Nishihara,JP,26.1842,127.7558,68.0,88,40,5.75,scattered clouds
617,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.24,82,10,7.29,clear sky
618,Nautla,MX,20.2167,-96.7833,83.3,67,26,11.65,scattered clouds
619,Finschhafen,PG,-6.6024,147.8681,78.4,83,100,5.48,light rain
620,Aksarka,RU,66.5606,67.7975,33.64,97,100,10.85,overcast clouds
621,Villa Guerrero,MX,18.8667,-99.65,93.2,21,20,8.05,few clouds
622,Mubende,UG,0.5606,31.39,59.95,99,99,1.45,overcast clouds
623,Kachiry,KZ,53.0675,76.1036,44.96,43,97,10.94,overcast clouds
624,Anchorage,US,61.2181,-149.9003,55.4,32,1,5.75,clear sky
625,Springbok,ZA,-29.6643,17.8865,58.66,54,94,3.24,overcast clouds
626,Zaraza,VE,9.3503,-65.3245,86.31,50,96,12.28,overcast clouds
627,Guangyuan,CN,32.442,105.823,52.38,92,100,4.81,overcast clouds
628,Ayan,RU,56.45,138.1667,26.96,77,40,2.21,scattered clouds
629,Sorland,NO,67.667,12.6934,37.47,59,82,8.55,broken clouds
630,Jalingo,NG,8.8833,11.3667,81.07,58,72,1.61,broken clouds
631,Kharitonovo,RU,61.4009,47.4978,37.9,97,100,4.79,moderate rain
632,Machinga,MW,-15.1685,35.3,65.79,90,80,3.87,broken clouds
633,Hihya,EG,30.6713,31.588,66.2,63,0,13.8,clear sky
634,Lashio,MM,22.9333,97.75,70.16,52,29,0.16,scattered clouds
635,Tutoia,BR,-2.7619,-42.2744,78.51,86,70,8.05,broken clouds
636,San Pedro,PH,14.35,121.0167,81.0,78,75,3.44,broken clouds
637,Mama,RU,58.3106,112.8986,33.62,96,100,4.29,light snow
638,Bida,NG,9.0833,6.0167,75.87,79,100,7.78,moderate rain
639,Turkistan,KZ,43.0,68.0,59.52,29,71,8.52,broken clouds
640,Hommelvik,NO,63.4108,10.7942,37.99,80,75,5.75,broken clouds
641,Havoysund,NO,70.9963,24.6622,32.0,100,75,6.91,light snow
642,Strezhevoy,RU,60.7333,77.5889,32.0,86,0,6.71,clear sky
643,Bolobo,CD,-2.1667,16.2333,76.37,81,75,2.37,broken clouds
644,Kaoma,ZM,-14.7833,24.8,59.79,87,46,5.77,scattered clouds
645,Hvolsvollur,IS,63.7533,-20.2243,37.99,91,18,11.99,few clouds
646,Salimpur,IN,28.128,76.2766,78.37,9,0,3.31,clear sky
647,Maryborough,AU,-25.5333,152.7,66.0,83,1,3.0,clear sky
648,Iquitos,PE,-3.7481,-73.2472,86.0,70,40,5.75,scattered clouds
649,Palmer,US,42.1584,-72.3287,55.4,58,90,10.36,overcast clouds
650,Curico,CL,-34.9833,-71.2333,68.0,49,0,10.36,clear sky
651,Soroti,UG,1.7146,33.6111,65.43,95,100,3.2,moderate rain
652,Gat,IL,31.61,34.7642,73.0,29,0,4.0,clear sky
653,Kabugao,PH,18.0217,121.1842,69.53,96,56,0.09,broken clouds
654,Sangar,RU,63.9242,127.4739,25.41,95,100,13.29,snow
655,Fukue,JP,32.6881,128.8419,58.95,58,77,29.06,broken clouds
656,Paita,PE,-5.0892,-81.1144,73.04,74,50,16.49,scattered clouds
657,Tombouctou,ML,20.0,-3.0,90.86,12,71,5.64,broken clouds
658,Saa,CM,4.3667,11.45,70.93,92,92,0.13,light rain
659,Pergamino,AR,-33.89,-60.5736,63.0,64,0,5.21,clear sky
660,Nikel,RU,69.4128,30.222,28.4,80,0,4.61,clear sky
661,Champerico,GT,14.3,-91.9167,89.6,66,40,9.22,scattered clouds
662,Arcos De La Frontera,ES,36.7508,-5.8106,61.0,94,0,2.3,clear sky
663,Dhangadhi,NP,28.7079,80.5961,75.31,23,0,3.53,clear sky
664,Necochea,AR,-38.5473,-58.7368,57.0,81,93,7.49,overcast clouds
665,Pemba,MZ,-12.974,40.5178,75.2,94,75,5.75,broken clouds
666,Luena,AO,-11.7833,19.9167,62.74,62,63,3.58,broken clouds
667,Cururupu,BR,-1.8283,-44.8683,75.49,94,97,3.18,overcast clouds
668,Warrnambool,AU,-38.3833,142.4833,53.01,96,100,5.84,overcast clouds
669,Saveh,IR,35.0213,50.3566,73.06,38,100,5.82,overcast clouds
670,Mali,GN,12.079,-12.2982,98.6,23,0,4.61,clear sky
671,Sarangani,PH,5.4033,125.4636,82.74,77,52,11.95,broken clouds
672,Lixourion,GR,38.2019,20.4314,57.99,52,7,7.23,clear sky
673,Broome,US,42.2506,-75.833,54.0,81,90,11.5,overcast clouds
674,Ugoofaaru,MV,5.6667,73.0,82.9,73,9,4.85,clear sky
675,Lubao,PH,14.9167,120.55,75.2,83,75,4.61,broken clouds
676,Beya,RU,53.0533,90.9139,33.06,82,96,5.86,overcast clouds
677,Conchas,BR,-23.0153,-48.0106,70.29,59,87,2.82,overcast clouds
678,Katherine,AU,-14.4667,132.2667,73.4,73,75,3.44,broken clouds
679,Nizhniy Chir,RU,48.3597,43.0865,46.65,51,100,1.5,overcast clouds
